typ,    seq#,  sec. ms,   mV,ev,^,pre, addr,i,dcc                       ,TCS,TS1,TS2,TCE,J1,J2,p,P,ch1   ,ch2
PKT,   37975, 5393.705,13600,00,f, 12, 1010,S,c3f23f818f                , 31,   ,187,454,  ,10, ,+,      ,0f0f
PKT,   37976, 5393.714,13400,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   37977, 5393.720,13400,00,f, 12, 1012,S,c3f43f8189                , 30,   ,189,454,  , 2, ,+,      ,0f0f
PKT,   37978, 5393.729,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37979, 5393.735,13600,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   37980, 5393.742,13600,00,f, 12, 1004,f,c3eca08f                  , 31,   ,197,454,  , 8, ,-,      ,598b665956d2
PKT,   37981, 5393.749,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37982, 5393.755,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37983, 5393.761,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37984, 5393.768,13600,00,f, 12,  253,#,fdf09d8d0300c5db          , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37985, 5393.781,13600,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   37986, 5393.787,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37987, 5393.793,13600,00,f, 12, 1006,f,c3eea08d                  , 31,   ,196,454,  , 1, ,+,      ,59b8665953d2
PKT,   37988, 5393.801,13600,00,f, 12, 1008,f,c3f0a093                  , 31,   ,197,454,  , 1, ,-,      ,59b4665959d2
PKT,   37989, 5393.809,13600,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   37990, 5393.815,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37991, 5393.821,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37992, 5393.827,13600,00,f, 12, 1010,f,c3f280b1                  , 30,   ,186,454,  ,11, ,+,      ,0f0f
PKT,   37993, 5393.835,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37994, 5393.841,13600,00,f, 12, 1012,f,c3f480b7                  , 31,   ,187,454,  , 1, ,+,      ,0f0f
PKT,   37995, 5393.849,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37996, 5393.855,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37997, 5393.861,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   37998, 5393.867,13600,00,f, 12, 1004,S,c3ec3f8191                , 31,   ,196,454,  , 9, ,-,      ,5aac995aaa95
PKT,   37999, 5393.877,13600,00,f, 12,  254,:,feff9d8d0312              , 27,   ,   ,460,  ,  , , ,      ,
PKT,   38000, 5393.887,13600,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   38001, 5393.893,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38002, 5393.899,13600,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   38003, 5393.905,13600,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   38004, 5393.911,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38005, 5393.917,13600,00,f, 12, 1006,S,c3ee3f8193                , 30,   ,196,454,  , 0, ,+,      ,5aac995aaa95
PKT,   38006, 5393.927,13400,00,f, 12, 1008,S,c3f03f818d                , 30,   ,197,454,  , 1, ,-,      ,5aac995aa995
PKT,   38007, 5393.936,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38008, 5393.942,13600,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   38009, 5393.948,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
