typ,    seq#,  sec. ms,   mV,ev,^,pre, addr,i,dcc                       ,TCS,TS1,TS2,TCE,J1,J2,p,P,ch1   ,ch2                    
PKT,   20843,  658.036,13100,00,f, 12,  120,P,78e407009b                , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   20844,  658.045,13100,00,f, 12,   51,f,3380b3                    , 31,   ,195,454,  , 2, ,-,      ,8eac                   
PKT,   20845,  658.052,13100,00,f, 12,   52,S,343f818a                  , 31,   ,200,454,  , 5, ,-,      ,8eac                   
PKT,   20846,  658.060,13100,00,f, 12,   53,S,353f818b                  , 31,   ,195,454,  , 5, ,-,      ,5aacac59a9d2           
PKT,   20847,  658.068,13100,00,f, 12,   54,f,36a096                    , 31,   ,197,454,  , 2, ,-,      ,5aacac5ab45c           
PKT,   20848,  658.074,13100,00,f, 12,   56,S,383f8186                  , 31,   ,196,454,  , 1, ,-,      ,5aacac5aac9a           
PKT,   20849,  658.082,13100,00,f, 12,   60,S,3c3f8182                  , 31,   ,193,454,  , 3, ,-,      ,0f0f0f0f0f0f           
PKT,   20850,  658.090,13100,00,f, 12,   61,f,3da09d                    , 31,   ,192,454,  , 1, ,-,      ,f0f0                   
PKT,   20851,  658.097,13100,00,f, 12,   62,f,3eb08e                    , 31,   ,204,454,  ,12, ,-,      ,f0                     
PKT,   20852,  658.103,13100,00,f, 12,  121,P,79e407009a                , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   20853,  658.113,13100,00,f, 12,   74,S,4a3f81f4                  , 31,   ,198,454,  , 6, ,-,      ,5aac9a                 
PKT,   20854,  658.121,13100,00,f, 12,   81,S,513f81ef                  , 31,   ,195,454,  , 3, ,-,      ,f0f0f0f0f0f0           
PKT,   20855,  658.128,13100,00,f, 12, 1002,f,c3eab099                  , 31,   ,196,454,  , 1, ,-,      ,5aacac5aac9a           
PKT,   20856,  658.136,13100,00,f, 12, 1003,S,c3eb3f8196                , 31,   ,197,454,  , 1, ,-,      ,5974935a7296           
PKT,   20857,  658.145,13100,00,f, 12, 1004,S,c3ec3f8191                , 31,   ,197,454,  , 0, ,-,      ,5aacac5aac9a           
PKT,   20858,  658.155,13100,00,f, 12, 1005,S,c3ed3f8190                , 31,   ,197,454,  , 0, ,-,      ,b2acacaa8e3a           
PKT,   20859,  658.164,13100,00,f, 12, 1006,f,c3eea08d                  , 31,   ,197,454,  , 0, ,-,      ,5aac995aaa95           
PKT,   20860,  658.172,13100,00,f, 12, 1007,f,c3ef80ac                  , 31,   ,196,454,  , 1, ,-,      ,b2acacaa8e2b           
PKT,   20861,  658.180,13100,00,f, 12,  122,P,7ae4070099                , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   20862,  658.189,13100,00,f, 12, 1008,f,c3f0b083                  , 31,   ,197,454,  , 1, ,-,      ,5972935a7496           
PKT,   20863,  658.197,13100,00,f, 12, 1009,S,c3f13f818c                , 31,   ,197,454,  , 0, ,-,      ,b2acacaa8d99           
PKT,   20864,  658.207,13100,00,f, 12, 1010,f,c3f2a091                  , 31,   ,197,454,  , 0, ,-,      ,5974935a7296           
PKT,   20865,  658.215,13100,00,f, 12,  254,:,feffce4e0283              , 27,   ,   ,460,  ,  , , ,      ,                       
PKT,   20866,  658.225,13100,00,f, 12, 1011,S,c3f33f818e                , 31,   ,197,454,  , 0, ,-,      ,5aac8e5aac8d           
PKT,   20867,  658.234,13100,00,f, 12, 1012,f,c3f480b7                  , 31,   ,197,454,  , 0, ,-,      ,5aac8e5aac8d           
PKT,   20868,  658.242,13100,00,f, 12, 1013,f,c3f580b6                  , 31,   ,197,454,  , 0, ,-,      ,5aac655aac63           
PKT,   20869,  658.250,13100,00,f, 12,   51,S,333f818d                  , 31,   ,195,454,  , 2, ,-,      ,8eac                   
PKT,   20870,  658.258,13100,00,f, 12,  123,P,7be4070098                , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   20871,  658.268,13100,00,f, 12,   52,f,34b084                    , 31,   ,196,454,  , 1, ,-,      ,8eac                   
PKT,   20872,  658.274,13100,00,f, 12,   53,f,35b085                    , 31,   ,194,454,  , 2, ,-,      ,5aacac                 
PKT,   20873,  658.281,13100,00,f, 12,   54,S,363f8188                  , 31,   ,197,454,  , 3, ,-,      ,5aacac5aac9a           
PKT,   20874,  658.289,13100,00,f, 12,   56,f,3880b8                    , 31,   ,201,454,  , 4, ,-,      ,5aacac                 
PKT,   20875,  658.296,13100,00,f, 12,   60,f,3cb08c                    , 31,   ,193,454,  , 8, ,-,      ,0f0f0f0f0f0f           
PKT,   20876,  658.302,13100,00,f, 12,   61,S,3d3f8183                  , 31,   ,192,454,  , 1, ,-,      ,f0f0                   
PKT,   20877,  658.310,13100,00,f, 12,   62,S,3e3f8180                  , 31,   ,203,454,  ,11, ,-,      ,f0                     
PKT,   20878,  658.318,13100,00,f, 12,   74,f,4ab0fa                    , 31,   ,199,454,  , 4, ,-,      ,0f0f                   
PKT,   20879,  658.324,13100,00,f, 12,  124,P,7ce407009f                , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   20880,  658.334,13100,00,f, 12,   81,f,5180d1                    , 31,   ,196,454,  , 3, ,-,      ,5aacac                 
PKT,   20881,  658.341,13100,00,f, 12, 1002,S,c3ea3f8197                , 31,   ,196,454,  , 0, ,-,      ,5aac655aac63           
PKT,   20882,  658.350,13100,00,f, 12, 1003,f,c3eba088                  , 31,   ,196,454,  , 0, ,-,      ,5aac8e5aac8d           
PKT,   20883,  658.358,13100,00,f, 12, 1004,f,c3ec80af                  , 31,   ,197,454,  , 1, ,-,      ,5aac655aac63           
PKT,   20884,  658.366,13100,00,f, 12, 1005,f,c3eda08e                  , 31,   ,197,454,  , 0, ,-,      ,5aacac5aac9a           
PKT,   20885,  658.374,13100,00,f, 12, 1006,S,c3ee3f8193                , 31,   ,197,454,  , 0, ,-,      ,5972935a7496           
PKT,   20886,  658.383,13100,00,f, 12, 1007,S,c3ef3f8192                , 31,   ,197,454,  , 0, ,-,      ,5aacac5aac9a           
PKT,   20887,  658.392,13100,00,f, 12, 1008,S,c3f03f818d                , 31,   ,197,454,  , 0, ,-,      ,5aac8e5aac8d           
PKT,   20888,  658.401,13100,00,f, 12,  125,P,7de407009e                , 31,   ,   ,454,  ,  , , ,      ,                       
